,Gender,Age,Income (USD),Income Stability,Profession,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
11733,0,36,2312.64,1,7,0,173421.81,504.88,1,1,2.2530265023448575,765.33,0,1,3,2,1.0,250365.79,130066.36
11734,0,34,3705.44,1,1,1,110942.11,336.22,0,1,2.0,754.25,0,1,2,1,1.0,170210.78,88753.69
11735,0,38,2465.88,1,1,1,78669.22,650.72,1,1,1.0,691.25,0,2,2,1,1.0,98543.8,55068.45
11736,1,43,1041.51,1,7,2,35848.01,169.08,0,1,3.0,718.15,0,0,2,1,1.0,52963.8,23301.21
11737,1,60,2292.1,1,1,0,19184.54,95.17,1,1,2.0,732.05,1,3,1,1,1.0,21319.83,13429.18
11738,1,50,2630.574417479547,1,7,1,122754.99,721.63,0,1,2.0,757.9618432495812,0,2,3,2,1.0,154078.64,79790.74
11739,0,64,1349.49,0,3,1,114494.67,339.94,1,1,1.0,803.39,1,1,1,0,1.0,194183.75,85871.0
11740,1,36,5436.9,1,1,2,295901.31,792.92,0,0,2.0,800.54,1,0,3,2,1.0,424851.96,236721.05
11741,1,65,1848.87,0,3,1,209706.85,734.85,1,1,2.0,847.03,0,0,2,1,1.0,313994.51,146794.79
11742,0,18,1518.75,1,7,1,37612.74,189.95,1,1,4.0,849.48,0,2,4,2,1.0,53418.94,30090.19
11743,0,62,2630.574417479547,2,3,0,112788.11,604.17,0,1,2.0,833.81,1,0,4,1,1.0,127400.29,84591.08
11744,1,30,2064.93,1,1,1,99951.6,528.75,0,1,3.0,654.02,0,0,4,1,1.0,181697.01,64968.54
11745,0,39,2630.574417479547,1,4,1,277463.82,1059.88,0,0,2.0,766.92,0,0,1,1,1.0,456687.86,208097.86
11746,0,24,1120.68,1,7,1,53078.18,327.27,0,0,2.0,807.26,0,2,3,1,1.0,58798.29,0.0
11747,1,19,2569.92,1,7,0,40125.8,334.7,1,1,2.0,695.67,0,2,3,2,1.0,48442.7,26081.77
11748,1,18,3397.93,1,7,0,67510.62,271.55,0,1,1.0,632.44,0,0,4,0,1.0,127979.37,0.0
11749,1,43,1335.57,1,7,1,43939.13,304.43,0,1,3.0,742.58,0,0,3,1,1.0,48430.11,28560.43
11750,0,26,2630.574417479547,1,4,1,116288.28,491.57,0,1,1.0,814.63,0,0,2,2,1.0,146296.34,93030.62
11751,1,41,2305.25,1,7,0,44705.36,301.53,1,1,2.0,690.98,1,0,4,2,0.0,63706.28,0.0
11752,1,36,2176.95,1,7,1,41103.23,207.18,0,1,2.2530265023448575,760.09,0,1,3,2,1.0,50926.96,30827.42
11753,0,25,1508.64,1,1,1,35932.83,197.57,0,0,1.0,644.99,0,0,3,2,1.0,55673.74,0.0
11754,1,56,1235.19,1,7,1,40160.04,199.39,0,1,1.0,709.6,0,0,2,0,1.0,72000.14,26104.03
11755,0,45,1163.36,1,7,1,37114.31,173.15,0,1,3.0,820.13,0,0,4,1,1.0,64952.64,27835.73
11756,1,36,2269.8,1,7,0,44842.62,329.93,0,1,2.2530265023448575,624.43,0,0,1,2,0.0,75508.27,0.0
11757,0,52,2766.89,1,7,2,129602.27,403.55,1,1,2.0,799.78,0,1,2,0,1.0,155296.32,0.0
11758,0,51,2491.07,1,1,1,66337.23,357.63,0,0,3.0,762.8,0,0,1,2,1.0,107564.2,53069.78
11759,0,42,11308.31,1,7,0,256916.01,1417.54,1,1,1.0,865.02,0,2,2,1,0.0,366310.12,205532.81
11760,0,61,1771.46,1,1,1,65914.21,234.0,1,0,2.0,699.53,1,1,2,3,1.0,96906.51,48210.12045222018
11761,1,61,4835.17,1,1,2,66512.28,633.63,1,1,2.2530265023448575,721.62,0,2,2,2,1.0,106582.16,46558.6
11762,1,29,1829.72,1,7,1,34447.37,269.76,0,1,3.0,719.14,0,0,2,0,1.0,58765.19,22390.79
11763,0,50,4203.11,1,1,2,50257.23,563.82,1,1,1.0,659.44,1,0,3,2,1.0,56477.62,32667.2
11764,1,23,2630.574417479547,1,1,1,24405.74,212.04,0,0,2.0,627.21,0,3,3,2,1.0,42559.9,0.0
11765,0,20,3468.44,1,7,0,111111.2,530.42,0,0,2.0,623.48,0,1,4,2,1.0,149956.07,0.0
11766,0,32,2125.11,1,7,0,51063.84,183.15,0,1,3.0,736.14,1,0,4,0,1.0,65709.73,35744.69
11767,0,41,2806.79,1,4,0,125588.45,567.25,1,1,1.0,658.81,0,0,2,0,0.0,204226.53,0.0
11768,0,38,2087.3,1,1,1,56864.0,351.68,0,1,1.0,622.03,1,1,1,0,1.0,65786.39,0.0
11769,1,49,1731.93,1,7,1,36367.13,263.73,0,0,2.2530265023448575,643.82,0,2,4,2,0.0,59330.55,0.0
11770,1,30,2630.574417479547,1,7,1,35307.29,349.78,0,0,2.2530265023448575,660.59,1,0,3,0,1.0,45677.04,24715.1
11771,1,31,2630.574417479547,1,7,1,69249.06,538.99,0,1,1.0,776.6,1,2,2,2,1.0,96432.9,51936.8
11772,0,52,2630.574417479547,1,7,0,123119.6,706.32,1,1,4.0,614.59,1,1,3,2,0.0,154383.97,0.0
11773,0,53,4221.9,1,1,1,128580.7,699.46,1,1,2.0,695.4013526305064,0,1,4,0,1.0,207535.32,0.0
11774,0,55,681.75,1,1,1,7060.46,80.26,0,1,4.0,741.92,0,0,2,0,1.0,11926.87,4589.3
11775,1,61,2013.31,1,7,1,49638.84,233.95,0,1,1.0,726.39,0,1,3,1,1.0,59030.26,34747.19
11776,0,65,1559.21,0,3,1,82188.94,387.76,0,1,2.0,714.11,0,2,4,2,0.0,138289.44,57532.26
11777,0,24,1624.33,1,7,0,88348.04,317.14,1,0,2.0,779.32,0,1,2,2,1.0,117338.5,0.0
11778,1,33,3275.16,1,7,1,31359.26,210.88,1,1,2.0,816.28,0,2,2,2,0.0,58830.74,0.0
11779,1,62,1095.96,0,3,1,33713.35,276.4,0,1,2.0,873.13,0,2,1,1,1.0,56920.47,23599.34
11780,1,64,2733.68,0,3,1,53958.53,258.87,0,1,1.0,748.68,1,1,4,1,1.0,99900.71,35073.04
11781,0,32,1753.24,1,7,1,59279.78,396.97,1,1,2.0,738.1718087864263,0,1,3,2,1.0,107678.49,41495.85
11782,0,50,931.88,1,1,1,28193.68,269.76,0,1,2.0,816.72,0,0,1,0,1.0,32927.89,22554.94
11783,1,21,1768.97,1,7,0,71335.51,362.33,0,1,1.0,700.5,0,1,4,1,1.0,91869.88,49934.86
11784,0,32,2630.574417479547,1,1,1,147111.59,1036.06,1,1,2.0,832.78,0,0,3,2,1.0,198674.04,110333.69
11785,0,38,2234.3,1,7,1,67897.04,344.72,0,0,4.0,736.39,0,1,4,0,1.0,84242.29,0.0
11786,1,38,2202.2,1,1,0,98634.04,307.82,0,1,1.0,631.67,0,0,2,2,0.0,186435.27,0.0
11787,1,18,2630.574417479547,1,1,1,25915.13,122.93,0,1,3.0,718.8304862061224,0,0,4,3,1.0,35844.92,16844.83
11788,1,18,2745.48,1,7,1,68703.96,330.53,1,1,3.0,735.56,0,2,2,0,1.0,79044.53,48092.77
11789,1,59,2630.574417479547,1,7,1,22175.65,156.93,0,1,2.0,687.72,0,1,3,2,1.0,32719.79,14414.17
11790,0,50,4234.93,1,1,1,161906.91,605.74,0,1,2.0,648.22,0,1,2,1,1.0,270820.27,0.0
11791,0,30,2630.574417479547,1,7,2,48202.83,282.89,0,0,4.0,678.68,0,2,3,0,1.0,90801.08,33741.98
11792,1,36,3144.76,1,7,1,112903.21,559.52,1,1,2.0,730.99,0,1,4,0,1.0,177671.49,79032.25
11793,1,47,1412.2,1,1,1,38362.13,191.49,0,0,2.0,718.97,0,0,2,2,1.0,66693.37,24935.38
11794,1,28,1030.2,1,7,1,101443.19,314.11,0,1,3.0,675.38,1,1,2,2,1.0,171081.28,71010.23
11795,0,24,2630.574417479547,1,7,1,116698.07,422.53,1,1,4.0,661.77,0,1,4,2,1.0,141601.98,81688.65
11796,1,60,1851.88,1,4,1,120335.61,337.89,1,1,2.0,619.39,1,0,3,2,1.0,142776.62,0.0
11797,0,32,2377.4,1,1,1,71197.03,463.76,0,1,2.0,795.34,0,0,1,0,1.0,128836.42,53397.77
11798,1,18,2630.574417479547,1,7,1,66532.84,327.33,0,1,2.0,830.03,1,2,3,1,1.0,94977.63,49899.63
11799,0,62,2630.574417479547,2,3,1,27107.72,168.64,0,1,2.2530265023448575,869.76,0,2,4,0,0.0,38244.55,21686.18
11800,1,48,1851.31,1,7,1,43013.26,348.62,1,1,2.0,661.16,0,0,4,1,1.0,64617.03,27958.62
11801,0,32,3044.27,1,7,1,77314.43,447.29,1,1,2.0,661.31,0,2,2,1,1.0,139342.87,50254.38
11802,0,51,4190.4,1,7,1,65162.28,743.32,1,0,2.0,631.17,0,1,2,0,0.0,86951.78,0.0
11803,1,38,1041.94,1,4,0,34976.57,218.91,0,0,1.0,826.27,0,1,3,0,1.0,56709.65,27981.26
11804,1,19,1322.89,1,1,1,64750.37,322.09,0,1,3.0,790.2,0,0,4,1,1.0,95074.82,48562.78
11805,0,44,1983.12,1,7,1,52390.36,202.02,0,0,1.0,844.69,1,2,2,2,1.0,70917.25,39292.77
11806,0,55,755.58,1,7,1,104025.56,693.99,0,1,3.0,747.47,0,0,2,2,0.0,125616.74,0.0
11807,0,18,4364.7,1,7,1,79133.56,471.92,0,0,1.0,867.34,1,1,3,0,1.0,124188.65,63306.85
11808,1,54,2693.64,1,7,2,74029.58,460.91,0,1,4.0,671.66,1,0,1,0,1.0,121498.11,51820.71
11809,1,45,1974.06,1,7,1,33198.73,301.76,0,1,1.0,635.9,0,2,3,2,0.0,51875.43,0.0
11810,1,18,3414.47,1,1,1,109597.96,655.55,0,1,1.0,811.06,0,0,2,2,1.0,143841.83,87678.37
11811,0,63,2630.574417479547,1,1,1,118030.13,324.75,1,1,4.0,777.59,0,1,2,2,1.0,220375.57,94424.1
11812,1,25,2630.574417479547,1,7,1,67461.79,474.5,0,1,2.0,707.58,0,0,4,1,1.0,127917.67,43850.16
11813,0,18,1471.03,1,1,1,48450.41,235.45,1,1,2.0,753.98,0,1,4,0,1.0,79423.96,38760.33
11814,0,42,1720.01,1,1,0,31639.92,370.85,0,1,1.0,738.8710882743911,0,1,2,2,1.0,41851.02,25311.94
11815,1,47,1329.35,1,4,0,36463.97,184.77,0,1,2.2530265023448575,671.37,0,2,1,0,1.0,52964.91,23701.58
11816,0,18,2630.574417479547,1,4,0,122167.16,373.74,1,0,2.2530265023448575,756.27,0,1,2,1,1.0,136919.5,85517.01
11817,0,63,1106.61,0,3,1,34920.23,194.83,0,1,1.0,805.92,1,2,3,2,1.0,58938.59,27936.18
11818,0,55,2453.15,1,7,0,35697.39,270.35,0,1,2.0,713.43,0,1,2,1,0.0,46058.65,0.0
11819,0,64,2001.96,0,3,1,42520.32,192.04,0,1,2.0,744.0,0,1,2,1,1.0,68389.1,27638.21
11820,1,53,3537.15,1,4,1,26468.1,133.26,0,0,1.0,641.4,0,1,2,1,0.0,29296.47,0.0
11821,0,36,1934.36,2,4,2,137361.14,407.34,0,1,2.0,873.7,1,2,2,2,1.0,162264.59,109888.91
11822,1,18,1453.94,1,7,1,33740.3,147.16,0,1,2.0,752.83,1,1,2,0,1.0,49159.82,0.0
11823,1,18,1642.01,1,7,0,44544.92,409.2937219655324,0,0,2.2530265023448575,712.13,0,1,3,2,1.0,69489.91,31181.44
11824,0,59,2066.52,1,7,0,61751.99,462.2,0,1,6.0,649.17,0,0,2,1,1.0,106778.84,0.0
11825,0,46,1815.93,2,7,0,93962.5,296.35,0,0,2.0,716.47,1,0,4,2,1.0,140348.5,65773.75
11826,0,43,2630.574417479547,1,7,1,79176.82,685.09,0,0,3.0,791.65,0,2,1,1,1.0,89655.02,63341.46
11827,1,18,5095.56,1,1,2,186161.93,557.4,1,0,2.0,693.93,0,1,1,1,1.0,304765.91,121005.25
11828,1,50,3770.29,1,7,1,179495.68,673.95,0,1,2.0,829.22,0,1,4,0,1.0,242817.65,125646.98
11829,0,48,2630.574417479547,1,1,1,62608.91,263.8,0,1,1.0,827.12,0,1,2,0,1.0,73716.67,46956.68
11830,0,32,1384.43,1,7,1,39387.61,198.79,1,1,2.0,806.76,0,0,4,0,1.0,69415.49,29540.71
11831,1,32,2630.574417479547,1,7,0,19245.13,234.14,0,0,1.0,661.49,0,2,2,0,1.0,32924.65,12509.33
11832,1,35,1571.67,1,1,1,65993.37,403.01,0,1,2.0,788.54,0,2,4,0,1.0,83081.6,46195.36
11833,0,18,2522.39,1,1,2,122017.62,630.13,0,0,2.0,754.2957569776617,0,0,1,1,1.0,147706.56,85412.33
11834,1,49,2727.69,1,7,0,128714.31,429.66,0,0,2.0,781.61,0,0,1,0,1.0,173217.97,102971.45
11835,1,54,4859.96,1,1,1,241031.0,647.87,1,1,3.0,773.06,1,0,3,0,1.0,382514.96,192824.8
11836,0,57,1638.55,1,7,1,25150.82,132.5,0,1,2.0,760.44,0,1,1,0,1.0,29908.44,20120.66
11837,1,45,2630.574417479547,1,7,1,27596.22,156.71,0,1,1.0,738.5159367236799,0,0,4,1,1.0,50524.0,22076.98
11838,1,27,1770.59,1,4,1,70744.4,379.11,0,1,2.0,775.14,0,1,3,1,1.0,81984.05,56595.52
11839,0,28,4354.56,1,1,2,41415.44,197.48,1,1,2.0,739.76,0,1,3,2,1.0,70137.28,28990.81
11840,1,60,2136.13,1,7,0,53413.5,253.84,0,1,1.0,647.53,0,2,2,2,0.0,74559.36,0.0
11841,0,42,7109.69,1,1,0,117034.25,570.64,1,1,2.0,619.88,0,2,3,0,1.0,182335.19,0.0
11842,1,59,3265.61,1,1,1,117039.04,400.08,0,0,3.0,670.64,1,3,3,0,1.0,205330.58,81927.33
11843,0,19,1138.8,1,4,1,155552.47,536.94,0,1,2.0,672.86,0,0,2,1,1.0,294338.92,101109.11
11844,1,65,1613.16,0,3,0,32007.56,153.37,1,1,1.0,805.09,0,1,3,1,1.0,41189.29,25606.05
11845,0,48,1993.3,1,7,1,147066.06,476.74,0,0,3.0,789.31,0,1,4,2,1.0,174745.05,102946.24
11846,0,60,1370.05,0,3,1,152665.94,397.26,0,1,2.0,805.33,0,2,1,0,1.0,270539.37,106866.16
11847,1,59,3334.09,1,1,1,103890.5,405.56,0,1,1.0,706.43,0,0,3,0,1.0,182774.09,72723.35
11848,0,18,2630.574417479547,1,7,1,108091.62,564.96,0,1,4.0,736.7589027801624,0,2,1,0,1.0,126089.7,70259.55
11849,0,23,1912.57,1,7,1,63719.18,368.47,1,1,3.0,796.01,0,2,1,2,1.0,104834.78,44603.43
11850,1,26,2630.574417479547,1,7,1,77030.78,395.13,0,1,2.0,823.66,0,0,2,2,1.0,98338.74,61624.62
11851,1,46,3346.12,1,7,1,38553.86,182.42,0,1,1.0,782.16,0,1,4,1,1.0,54922.66,48210.12045222018
11852,1,23,2927.34,1,1,2,198536.3,1058.69,0,0,2.0,802.67,0,2,1,0,1.0,325438.51,158829.04
11853,1,18,1557.9,1,1,1,36954.97,358.67,1,1,1.0,819.36,0,0,3,0,0.0,51652.52,0.0
11854,1,18,2204.13,1,7,1,89638.72,469.42,0,0,2.0,692.91,0,1,3,0,1.0,100621.4,58265.17
11855,1,50,1516.53,1,1,1,61869.53,334.93,1,1,2.0,764.38,0,2,4,0,0.0,88241.68,0.0
11856,0,61,1826.33,0,3,1,69828.92,568.91,0,0,2.0,759.98,0,1,2,0,0.0,94664.62,48880.24
11857,1,28,10300.31,1,0,2,74449.41,373.61,1,1,2.2530265023448575,808.57,0,3,2,1,1.0,132046.39,59559.53
11858,0,18,2630.574417479547,1,1,2,100654.64,477.35,1,0,4.0,738.7510748431107,0,3,3,2,1.0,133335.87613228548,70458.25
11859,1,40,2268.23,1,7,1,124124.08,362.58,0,1,1.0,793.83,0,2,2,2,1.0,206165.4,99299.26
11860,1,20,5159.48,1,1,1,382170.64,971.91,0,1,1.0,811.45,0,3,1,1,1.0,635482.95,286627.98
11861,1,50,1416.73,1,7,1,32716.83,166.17,0,1,2.0,775.48,1,2,4,1,0.0,53019.51,0.0
11862,0,18,2783.9,1,7,1,70427.22,645.6,0,1,3.0,641.96,0,1,2,1,0.0,108914.64,0.0
11863,0,22,2733.08,1,1,2,65524.45,287.71,0,1,1.0,855.51,0,2,4,1,1.0,116399.85,65524.45
11864,0,22,3458.95,1,7,1,194301.24,678.61,1,1,2.0,683.67,0,1,3,2,1.0,319865.68,0.0
11865,0,18,1065.22,1,7,1,34478.39,263.01,0,0,2.0,644.11,0,0,1,2,1.0,58424.74,0.0
11866,0,36,2630.574417479547,1,7,1,53193.56,303.2,0,1,3.0,775.26,0,0,2,0,1.0,98542.25,42554.85
11867,1,27,1642.6,1,7,1,35395.94,160.36,1,1,3.0,719.04,0,1,4,0,1.0,49331.01,24777.16
11868,1,35,2630.574417479547,1,1,2,189944.66,639.65,1,1,3.0,844.05,0,2,4,0,1.0,245306.04,48210.12045222018
11869,0,41,1975.02,1,7,1,32962.35,171.2,0,1,2.0,743.95,1,0,2,1,1.0,54375.55,21425.53
11870,0,34,1257.54,1,7,1,75888.38,242.98,0,0,2.0,667.86,0,0,1,1,1.0,141987.74,49327.45
11871,0,18,1021.19,1,7,1,24577.33,129.2,1,1,1.0,738.89,0,3,2,1,1.0,43653.18,15975.26
11872,1,65,2633.23,0,3,1,173230.89,500.46,0,1,1.0,845.06,0,2,1,0,1.0,245755.75,138584.71
11873,0,60,1996.95,1,7,1,42289.5,297.53,0,0,2.0,773.6,1,2,3,0,1.0,51650.7,33831.6
11874,0,61,2275.13,1,7,1,134714.41,448.47,0,0,4.0,697.23671477825,0,1,2,1,0.0,197043.84,0.0
11875,1,22,1925.33,1,1,1,26536.94,131.21,1,1,3.0,781.76,0,1,3,0,0.0,40854.59,0.0
11876,0,36,2117.54,1,7,0,39662.28,302.55,1,1,1.0,736.0352329338194,0,2,1,2,1.0,74467.82,25780.48
11877,1,33,1481.15,1,7,1,52439.7,230.19,0,1,2.0,808.96,1,3,4,0,1.0,60820.62,36707.79
11878,0,29,2277.36,1,7,1,53097.64,458.4,0,0,2.0,764.61,0,1,2,0,0.0,68010.66,0.0
11879,1,18,5857.38,1,4,1,128815.36,1413.87,1,1,2.0,835.96,0,0,4,1,1.0,208934.1,90170.75
11880,1,32,4758.25,1,1,1,128984.11,546.33,0,1,2.0,836.54,0,0,3,2,1.0,237429.56,0.0
11881,0,58,1181.84,1,4,1,19393.71,189.91,0,1,3.0,700.64,0,2,1,1,1.0,23750.88,12605.91
11882,1,64,970.74,0,3,1,48960.1,246.3,0,1,1.0,797.08,0,1,3,0,1.0,81490.16,39168.08
11883,1,26,2069.68,1,1,1,28128.56,125.34,1,1,2.0,774.81,0,1,1,1,1.0,48362.64,22502.85
11884,1,63,2630.574417479547,1,7,0,156216.31,494.23,0,1,2.0,835.34,0,2,2,1,1.0,207160.75,109351.42
11885,0,49,1677.41,1,7,1,67735.43,314.24,0,1,2.0,715.93,1,1,1,1,1.0,103425.28,44028.03
11886,0,28,2630.574417479547,1,1,1,28356.0,133.43,0,1,2.0,782.33,0,1,1,3,1.0,32447.34,21267.0
11887,0,51,2561.79,1,1,2,67007.52,663.49,0,1,4.0,880.04,0,1,2,2,1.0,120086.9,67007.52
11888,1,29,2390.1,1,1,1,86552.52,278.64,1,0,4.0,781.56,0,2,3,1,1.0,114428.42,0.0
11889,1,55,3067.67,1,1,2,33897.74,160.77,0,1,2.0,757.6,1,3,3,0,1.0,63772.46,23728.42
11890,0,34,2565.91,1,7,1,83277.63,378.32,0,1,3.0,803.33,1,1,2,2,1.0,138197.42,58294.34
11891,1,35,2440.27,1,1,2,117573.56,425.25,0,0,3.0,736.09,0,3,3,1,1.0,196547.33,48210.12045222018
11892,1,35,5806.24,1,7,1,187822.61,724.81,0,0,2.0,795.99,0,2,3,0,1.0,309289.2,140866.96
11893,1,47,1869.29,1,1,0,28311.78,126.61,0,1,2.2530265023448575,618.03,0,2,2,0,0.0,33275.8,0.0
11894,0,53,7173.89,1,1,1,187515.35,714.71,0,1,1.0,873.27,0,0,3,2,1.0,219252.56,140636.51
11895,1,18,3791.11,1,7,1,138414.0,594.4,1,0,2.0,713.89,0,0,2,0,1.0,242137.15,96889.8
11896,1,44,5757.37,1,1,1,120622.65,539.74,0,1,1.0,780.38,0,2,1,0,1.0,216113.74,84435.86
11897,1,50,1681.0,1,1,1,63824.28,238.61,0,0,2.0,733.63,0,2,3,2,1.0,92749.44,44677.0
11898,0,48,5935.6,1,7,0,118102.88,699.97,0,1,2.0,774.97,1,0,3,2,1.0,217652.29,82672.02
11899,1,33,2013.54,1,7,1,99001.1,281.51,1,1,2.0,705.36,0,2,2,1,1.0,162086.75,0.0
11900,1,24,1797.53,1,1,0,32249.91,343.18,1,1,4.0,865.97,0,1,2,2,1.0,41146.07,48210.12045222018
11901,1,48,1936.76,1,7,0,71562.45,531.96,0,1,1.0,615.38,1,1,4,1,1.0,80134.25,0.0
11902,0,61,1099.74,1,7,1,33749.44,306.43,1,1,3.0,843.41,1,2,2,1,1.0,52762.69,25312.08
11903,0,62,2478.45,1,7,1,62215.05,457.43,1,1,3.0,612.24,0,2,2,0,1.0,75282.66,0.0
11904,0,35,1235.94,1,4,0,41505.42,196.69,0,1,2.0,648.71,0,1,3,2,0.0,67994.61,0.0
11905,1,18,1370.75,1,7,1,30881.77,278.05,0,1,1.0,678.31,0,1,4,1,1.0,34521.99,21617.24
11906,0,23,1249.59,1,7,0,114347.9,343.63,0,1,4.0,740.2646768239375,0,1,1,1,1.0,204859.61,74326.13
11907,0,45,2844.3,1,7,1,85334.68,445.51,0,1,1.0,780.52,0,2,3,2,1.0,112829.29,68267.74
11908,0,55,4012.98,2,1,2,86486.85,641.12,0,1,2.0,747.07,0,0,4,2,1.0,151433.85,60540.8
11909,1,45,1508.5,1,7,1,35341.97,277.1,0,1,4.0,626.35,0,2,1,0,0.0,63609.48,0.0
11910,0,18,3439.71,1,1,1,175940.22,600.34,1,1,4.0,742.21,0,1,4,0,1.0,252302.63,123158.15
11911,0,62,2027.69,1,7,1,20569.17,91.9,1,0,3.0,700.82,0,2,2,1,1.0,23720.89,14398.42
11912,0,46,2630.574417479547,1,1,1,30823.71,325.7,1,1,3.0,791.21,0,0,2,1,1.0,53488.26,24658.97
11913,1,47,2630.574417479547,2,1,1,45362.96,289.52,0,0,2.0,714.18,0,2,2,1,1.0,65175.24,29485.92
11914,0,42,2630.574417479547,1,7,1,148270.43,759.35,0,1,2.0,832.26,0,1,3,0,1.0,237993.47,103789.3
11915,0,42,4411.08,1,1,2,50872.69,517.23,1,1,2.0,867.25,0,0,3,0,1.0,73310.7,38154.52
11916,1,31,2630.574417479547,1,1,2,117256.32,574.7,0,1,3.0,673.07,1,2,3,0,1.0,213178.05,82079.42
11917,1,18,2630.574417479547,1,7,1,28949.61,314.07,1,1,3.0,593.05,1,1,4,1,1.0,36814.73,0.0
11918,0,33,4091.4,1,1,1,26760.75,132.42,1,1,1.0,641.27,0,2,2,0,0.0,34633.4,0.0
11919,0,65,2630.574417479547,0,3,2,73265.84,478.39,0,0,2.0,835.64,1,0,2,2,1.0,139002.54,58612.67
11920,0,46,2630.574417479547,1,7,1,91461.29,272.97,0,0,1.0,726.55,0,0,3,0,1.0,159624.7,59449.84
11921,0,56,2079.07,1,7,1,43029.98,385.73,1,1,4.0,714.01,1,2,1,1,1.0,68822.85,0.0
11922,0,24,7017.16,1,7,2,275954.7,965.27,0,1,2.0,849.7,0,0,2,1,1.0,449490.39,206966.03
11923,0,57,1658.32,1,7,1,45158.36,438.27,0,1,3.0,756.58,0,1,4,0,1.0,59535.46,36126.69
11924,0,50,2630.574417479547,1,7,0,100792.53,451.02,1,1,2.0,633.28,0,2,2,1,1.0,127903.03,0.0
11925,0,59,1910.18,2,1,1,64483.4,390.3,0,0,2.2530265023448575,638.11,0,2,4,2,1.0,92355.07,0.0
11926,1,58,2039.55,1,4,1,137236.21,412.58,0,1,1.0,798.24,0,0,3,0,0.0,220073.55,0.0
11927,0,44,3682.53,1,7,2,110846.87,1091.93,1,1,5.0,704.79,1,0,4,0,1.0,185493.99,77592.81
11928,1,18,1324.32,1,7,1,50937.4,175.25,0,1,2.0,660.31,0,1,1,0,0.0,75153.49,0.0
11929,1,58,1144.93,1,1,1,36894.01,334.36,0,1,2.0,859.95,1,3,2,1,1.0,52876.3,29515.21
11930,1,45,5140.68,1,1,1,222778.78,594.86,0,0,1.0,742.68,0,1,2,0,1.0,382960.35,144806.21
11931,0,18,2231.88,1,7,1,49277.96,238.82,1,0,2.0,750.25,1,1,3,0,1.0,72310.35,36958.47
11932,1,25,1758.11,1,4,1,157007.6,491.88,0,1,4.0,750.23,0,0,4,0,1.0,270819.59,117755.7
11933,1,18,4411.4,1,7,2,204944.19,849.67,1,1,3.0,737.36,0,1,3,0,1.0,276716.2,0.0
11934,1,25,5660.68,1,1,2,272965.68,931.86,0,0,3.0,857.08,0,0,3,1,1.0,412563.63,232020.83
11935,0,65,2116.54,0,3,1,27538.02,157.16,0,0,2.0,789.81,0,2,3,2,0.0,31305.88,0.0
11936,1,44,1214.98,1,7,1,76739.49,349.98,1,0,2.0,662.92,0,0,3,2,1.0,145305.18,0.0
11937,1,60,3812.43,1,7,1,260869.72,806.89,0,1,2.0,695.69,0,2,1,1,1.0,455193.3,169565.32
11938,1,35,1323.78,1,7,1,26436.93,137.27,1,1,2.2530265023448575,645.33,0,2,1,1,1.0,46473.91,0.0
11939,0,42,1525.53,1,1,2,39428.08,323.37,0,0,2.0,846.13,0,3,1,2,1.0,48004.26,31542.46
11940,0,28,4242.16,1,1,2,61538.57,511.16,1,1,2.0,600.61,0,0,3,2,1.0,108923.6,0.0
11941,1,54,1550.49,1,4,1,64872.47,393.81,0,1,3.0,715.38,1,2,2,2,1.0,72730.45,48210.12045222018
11942,0,42,1841.58,1,7,1,27800.56,228.73,0,1,2.0,717.07,0,0,1,2,1.0,44470.16,19460.39
11943,0,18,2630.574417479547,1,7,1,27389.0,171.15,0,1,2.2530265023448575,851.13,0,1,2,0,1.0,48324.92,19172.3
11944,1,33,2630.574417479547,1,7,1,86907.59,456.94,1,1,2.0,776.82,0,0,3,0,1.0,112719.79,69526.07
11945,0,53,1522.66,1,7,1,26051.88,140.11,1,1,1.0,628.07,1,1,3,0,0.0,30671.53,0.0
11946,1,21,2630.574417479547,1,7,1,79415.41,338.46,0,1,3.0,806.17,0,2,3,1,1.0,144222.25,63532.33
11947,0,26,2013.11,1,1,0,104721.67,581.78,1,1,4.0,653.16,0,1,3,1,1.0,169870.38,73305.17
11948,1,38,2630.574417479547,1,7,0,100309.9,397.96,0,0,2.2530265023448575,843.61,0,0,4,0,1.0,164321.51,80247.92
11949,1,21,972.36,1,7,0,31655.44,153.79,0,0,1.0,636.02,0,2,4,1,1.0,48360.59,0.0
11950,0,45,2630.574417479547,1,7,0,84865.9,435.84,0,0,2.2530265023448575,838.58,0,3,4,0,1.0,102183.27,63649.42
11951,0,53,2659.14,1,4,0,38575.28,277.83,0,0,2.0,781.11,0,2,1,0,0.0,57980.66,0.0
11952,1,44,2057.01,1,7,0,126968.76,641.49,1,1,2.0,794.94,1,1,3,1,1.0,171103.35,0.0
11953,1,39,3339.9,1,1,1,39476.86,281.1,0,0,3.0,673.72,0,2,1,1,1.0,59155.14,25659.96
11954,1,64,2630.574417479547,0,3,1,32816.95,342.38,1,1,2.0,782.713275873562,0,0,4,0,0.0,61009.61,26253.56
11955,1,18,2490.14,1,7,1,36404.15,303.59,1,1,2.0,641.67,1,1,4,2,1.0,63569.85,0.0
